genre,season,capacity,ticket_price,marketing_spend,run_length_weeks,cast_popularity,is_musical,has_celebrity,prior_show_avg_rating,tickets_sold,total_revenue,sold_out
Drama,Spring,1957,34.69,474948.25,5,8.35,0,1,5.92,77497,2688370.93,1
Comedy,Fall,542,208.61,156473.33,18,2.86,0,0,8.02,51799,10805789.39,0
Comedy,Winter,406,36.67,199742.93,7,5.79,0,1,9.09,22508,825368.36,1
Tragedy,Fall,1200,176.27,45062.78,13,5.03,0,1,2.84,63659,11221171.93,0
Drama,Summer,1913,60.26,205012.28,10,8.65,0,1,6.97,142576,8591629.76,1
Thriller,Fall,484,122.33,486249.54,28,4.95,0,1,5.23,107331,13129801.23,1
Tragedy,Winter,1077,218.3,348539.76,17,9.49,0,1,7.91,140237,30613737.1,1
Thriller,Summer,933,46.24,239543.3,23,6.87,0,0,9.46,151038,6983997.12,0
Drama,Summer,772,175.11,157198.46,19,6.05,0,0,5.8,76820,13451950.2,0
Thriller,Fall,1395,162.84,186191.76,29,3.63,0,1,3.58,211078,34371941.52,0
Experimental,Spring,731,220.19,307557.93,15,6.37,0,1,8.19,64911,14292753.09,0
Musical,Winter,1087,63.87,130952.78,27,2.18,1,0,5.74,206559,13192923.33,0
Comedy,Summer,1721,204.95,80214.03,28,4.75,0,0,8.94,245468,50308666.6,0
Thriller,Summer,883,126.28,349633.19,29,3.56,0,0,6.09,146137,18454180.36,0
Thriller,Fall,237,121.44,435387.54,22,7.03,0,1,9.43,41294,5014743.36,1
Thriller,Spring,1792,106.4,451261.76,31,7.88,0,0,1.16,439971,46812914.4,1
Tragedy,Spring,694,111.75,421502.17,24,9.36,0,1,7.65,131915,14741501.25,1
Thriller,Spring,1591,141.99,267646.84,11,3.0,0,0,4.12,102154,14504846.46,0
Thriller,Summer,1573,49.03,395471.33,6,8.96,0,1,7.02,74748,3664894.44,1
Musical,Fall,1147,120.64,463546.09,8,8.61,1,1,9.48,72673,8767270.72,1
Family,Spring,358,171.7,16564.48,19,8.76,0,0,6.89,43382,7448689.4,0
Tragedy,Summer,1910,137.09,208988.62,6,7.66,0,0,7.7,64393,8827636.37,0
Musical,Winter,1425,62.31,106042.11,9,3.41,1,1,2.42,101256,6309261.36,1
Comedy,Winter,963,106.69,498400.55,20,8.9,0,1,2.53,152539,16274385.91,1
Tragedy,Spring,1737,124.67,465135.17,11,6.4,0,0,6.16,130435,16261331.45,0
Musical,Fall,1618,175.5,402082.05,22,7.67,1,1,4.88,281920,49476960.0,1
Experimental,Spring,1568,227.67,151460.5,31,2.85,0,0,2.0,101326,23068890.42,0
Drama,Fall,502,148.83,476290.62,4,2.42,0,0,7.56,15103,2247779.49,1
Comedy,Winter,1339,177.18,19478.97,21,3.49,0,0,7.29,126874,22479535.32,0
Tragedy,Winter,714,42.37,98079.65,26,5.6,0,1,1.82,94875,4019853.75,0
Family,Spring,341,239.76,310352.51,6,4.75,0,0,1.44,11389,2730626.64,0
Family,Summer,808,95.92,397538.32,25,8.99,0,1,4.41,159984,15345665.28,1
Family,Winter,387,104.72,442397.27,17,1.12,0,0,6.7,52105,5456435.6,1
Drama,Winter,390,75.14,153751.76,20,1.72,0,0,9.04,51956,3903973.84,0
Family,Summer,1508,44.05,198448.28,3,3.93,0,1,4.91,31459,1385768.95,0
Family,Spring,1103,202.76,230139.56,15,2.51,0,0,1.76,64886,13156285.36,0
Tragedy,Summer,916,79.11,18352.04,13,4.66,0,1,8.56,59034,4670179.74,0
Tragedy,Fall,546,88.6,432664.78,6,7.46,0,1,2.12,22113,1959211.8,0
Musical,Summer,1587,65.9,172284.47,24,9.94,1,1,6.74,301656,19879130.4,1
Family,Winter,1341,244.35,103642.83,17,2.82,0,0,4.72,88482,21620576.7,0
Experimental,Winter,1254,200.73,207552.55,28,3.39,0,0,9.19,124759,25042874.07,0
Tragedy,Winter,542,234.23,356728.87,6,7.92,0,0,7.34,19727,4620655.21,0
Tragedy,Spring,422,218.89,436103.21,23,3.45,0,0,1.0,36983,8095208.87,0
Tragedy,Winter,422,228.92,111611.35,20,7.33,0,1,4.35,35820,8199914.4,0
Musical,Winter,245,132.78,90443.42,21,6.25,1,1,2.62,40748,5410519.44,1
Thriller,Summer,1944,63.37,472172.57,11,8.69,0,1,3.55,169361,10732406.57,1
Family,Fall,861,98.55,277692.04,22,1.3,0,0,4.59,119988,11824817.4,0
Experimental,Winter,1384,90.8,186057.15,9,9.82,0,1,5.87,76307,6928675.6,0
Experimental,Winter,1968,186.36,103663.13,24,9.68,0,1,8.19,251792,46923957.12,0
Tragedy,Fall,1885,30.78,497647.67,15,1.2,0,0,1.78,181706,5592910.68,0
Experimental,Spring,777,56.96,360996.22,16,5.5,0,1,4.97,71395,4066659.2,0
Tragedy,Fall,1081,178.65,112853.23,19,4.61,0,1,8.66,87388,15611866.2,0
Thriller,Fall,1033,52.77,50173.43,4,3.29,0,0,4.89,20443,1078777.11,0
Thriller,Spring,260,35.87,103644.76,13,9.8,0,1,5.67,26769,960204.03,1
Experimental,Winter,1582,49.57,127632.59,8,2.57,0,0,8.01,52090,2582101.3,0
Family,Spring,1233,180.4,59987.4,30,3.37,0,1,7.42,216464,39050105.6,0
Musical,Winter,868,56.35,118677.43,14,1.07,1,0,5.59,95840,5400584.0,1
Musical,Fall,1204,57.92,62805.95,2,6.22,1,0,9.7,19071,1104592.32,1
Comedy,Summer,1523,76.82,191977.19,2,8.75,0,1,1.33,20645,1585948.9,0
Tragedy,Spring,226,193.95,245666.65,29,6.6,0,1,1.49,36228,7026420.6,0
Thriller,Spring,1362,70.08,230366.06,6,6.86,0,0,4.85,61497,4309709.76,1
Tragedy,Fall,1750,32.96,415458.98,2,1.6,0,1,2.42,23287,767539.52,0
Tragedy,Summer,1507,228.82,130727.72,8,7.43,0,0,2.95,41694,9540421.08,0
Experimental,Winter,1315,222.17,444111.44,8,4.68,0,0,2.35,47421,10535523.57,0
Comedy,Spring,362,66.58,454520.8,4,5.26,0,0,7.23,11468,763539.44,1
Tragedy,Winter,1540,84.7,480100.86,31,6.27,0,0,4.79,331498,28077880.6,0
Tragedy,Winter,1551,67.43,94586.7,3,9.78,0,0,8.51,34659,2337056.37,1
Tragedy,Spring,1089,186.9,126646.82,23,7.73,0,0,3.25,88402,16522333.8,0
Experimental,Fall,1248,81.25,313796.98,27,7.16,0,1,6.61,240107,19508693.75,1
Experimental,Winter,1313,234.58,74741.36,21,4.89,0,1,2.92,75840,17790547.2,0
Tragedy,Summer,418,211.22,47382.56,5,1.31,0,0,1.13,2670,563957.4,0
Tragedy,Spring,663,157.39,41480.12,23,5.85,0,0,7.2,58954,9278770.06,0
Thriller,Winter,1626,27.01,305044.07,11,6.95,0,1,2.31,141657,3826155.57,1
Drama,Summer,1952,223.83,403315.68,14,7.34,0,1,7.24,198139,44349452.37,1
Comedy,Spring,686,188.75,133148.4,9,6.47,0,1,7.22,42211,7967326.25,0
Drama,Winter,921,202.28,467099.27,25,3.7,0,0,7.01,167207,33822631.96,1
Drama,Fall,1847,41.16,397008.08,19,2.99,0,1,6.33,277936,11439845.76,1
Musical,Spring,492,184.43,43342.9,6,1.81,1,0,8.96,14337,2644172.91,0
Thriller,Summer,670,206.03,206615.05,14,7.33,0,1,1.68,46799,9641997.97,0
Musical,Spring,300,240.24,38667.36,25,9.74,1,0,9.39,59400,14270256.0,1
Thriller,Winter,622,155.61,458021.11,30,5.73,0,0,1.59,147787,22997135.07,1
Tragedy,Spring,1345,139.31,372687.06,30,7.06,0,0,5.46,263725,36739529.75,0
Comedy,Winter,826,120.71,344839.84,6,7.23,0,0,9.31,39251,4737988.21,1
Family,Fall,1970,182.79,342937.41,27,2.45,0,1,3.42,382390,69897068.1,1
Tragedy,Fall,1804,232.18,146165.34,18,2.73,0,0,8.54,109739,25479201.02,0
Family,Winter,1812,159.94,467101.88,24,2.87,0,0,6.34,321915,51487085.1,1
Thriller,Winter,1507,76.14,461774.45,13,9.4,0,0,8.75,155160,11813882.4,1
Musical,Spring,1463,28.95,371046.96,21,1.14,1,0,1.44,243326,7044287.7,1
Drama,Spring,1117,164.3,237120.45,9,5.87,0,1,6.0,73029,11998664.7,1
Tragedy,Spring,1983,219.53,28322.29,17,4.39,0,1,2.7,104980,23046259.4,0
Experimental,Fall,371,39.84,19014.12,8,6.93,0,0,1.16,9197,366408.48,0
Drama,Fall,1501,114.45,73376.49,13,2.98,0,1,7.2,119927,13725645.15,0
Musical,Spring,452,236.51,299903.52,14,9.65,1,1,7.75,50117,11853171.67,1
Experimental,Spring,810,137.88,400059.19,27,3.98,0,0,7.63,111891,15427531.08,0
Experimental,Fall,660,74.65,474490.55,20,9.33,0,1,7.54,94267,7037031.55,1
Drama,Fall,1282,104.57,91804.23,21,6.3,0,0,8.2,170591,17838700.87,0
Comedy,Summer,1616,116.83,141386.3,10,4.73,0,0,5.23,97423,11381929.09,0
Thriller,Winter,343,51.39,31779.64,15,7.6,0,1,4.13,40748,2094039.72,1
Drama,Winter,1282,173.68,494578.35,16,5.98,0,1,7.94,162455,28215184.4,1
Comedy,Winter,599,158.24,391552.96,25,2.25,0,1,7.0,118602,18767580.48,1
Comedy,Summer,338,170.74,242953.49,7,7.34,0,0,2.8,15291,2610785.34,0
Thriller,Winter,951,162.43,289904.85,3,6.22,0,0,4.92,18552,3013401.36,0
Comedy,Fall,1246,28.75,283276.33,17,6.09,0,1,2.64,167761,4823128.75,1
Comedy,Fall,563,64.25,130908.57,26,7.64,0,0,8.01,115932,7448631.0,1
Comedy,Summer,901,62.25,96768.39,24,6.88,0,1,3.22,171262,10661059.5,1
Family,Winter,1916,47.04,152002.98,26,4.3,0,1,6.6,394542,18559255.68,1
Drama,Fall,824,190.48,127341.01,13,3.87,0,1,7.62,58452,11133936.96,0
Drama,Spring,1992,52.03,280976.4,8,3.26,0,0,9.92,120089,6248230.67,1
Drama,Winter,1701,175.34,157560.39,21,6.18,0,1,4.9,224559,39374175.06,0
Experimental,Spring,867,65.14,365827.67,3,3.7,0,0,8.85,11664,759792.96,0
Experimental,Fall,1238,51.62,286130.17,28,2.08,0,0,6.98,176263,9098696.06,0
Tragedy,Fall,1476,61.57,268470.56,23,8.04,0,0,1.08,214192,13187801.44,0
Drama,Fall,1036,139.39,475890.41,17,2.88,0,0,4.52,122705,17103849.95,0
Family,Spring,933,170.23,164592.72,7,2.48,0,0,4.55,31212,5313218.76,0
Tragedy,Summer,793,207.68,319458.58,9,8.64,0,1,2.08,42247,8773856.96,0
Family,Winter,451,53.93,5025.06,31,7.32,0,0,4.93,107801,5813707.93,1
Comedy,Spring,244,163.64,369777.21,2,7.9,0,1,2.05,3864,632304.96,1
Experimental,Fall,806,199.11,253759.24,2,4.15,0,1,8.52,8625,1717323.75,0
Family,Winter,1632,95.29,108150.55,12,6.56,0,0,4.26,129548,12344628.92,0
Drama,Winter,620,42.94,5747.73,8,9.39,0,1,2.65,38412,1649411.28,1
Family,Fall,523,60.09,354937.26,22,3.54,0,0,6.42,91127,5475821.43,1
Comedy,Summer,790,45.6,333036.85,3,1.62,0,0,8.72,17569,801146.4,1
Comedy,Fall,1278,224.62,334376.52,25,2.54,0,0,9.41,186493,41890057.66,0
Drama,Summer,587,109.76,221540.14,25,9.08,0,1,9.05,109742,12045281.92,1
Thriller,Fall,596,142.75,321452.18,8,3.53,0,0,8.94,36608,5225792.0,1
Drama,Fall,402,197.95,287810.72,19,5.42,0,1,4.13,53982,10685736.9,1
Thriller,Fall,797,108.59,123253.05,22,5.81,0,1,5.55,122915,13347339.85,0
Thriller,Spring,591,171.05,261790.18,27,9.64,0,1,4.34,121476,20778469.8,1
Family,Winter,1696,42.25,259723.43,23,3.71,0,0,9.3,308943,13052841.75,1
Experimental,Fall,1830,133.2,412693.33,30,5.69,0,0,1.84,281175,37452510.0,0
Musical,Winter,866,46.72,219577.07,5,9.62,1,1,5.99,34293,1602168.96,1
Experimental,Fall,353,80.86,220862.29,20,2.81,0,0,3.22,17159,1387476.74,0
Musical,Winter,357,91.0,492280.21,25,6.38,1,1,8.65,70686,6432426.0,1
Tragedy,Winter,784,186.46,447759.62,8,1.57,0,0,4.05,30651,5715185.46,0
Comedy,Winter,1034,176.67,124931.57,8,3.37,0,0,8.77,51409,9082428.03,0
Thriller,Fall,1151,193.09,455595.08,4,1.62,0,0,9.35,30785,5944275.65,0
Family,Fall,747,38.89,73293.49,31,3.97,0,1,2.55,171962,6687602.18,1
Experimental,Spring,838,248.63,427428.57,27,2.86,0,0,7.79,82636,20545788.68,0
Comedy,Summer,710,37.24,95745.07,5,8.19,0,1,4.15,28116,1047039.84,1
Experimental,Summer,1131,210.79,215673.66,9,5.17,0,1,4.63,30364,6400427.56,0
Comedy,Winter,1454,191.56,492041.21,15,4.65,0,0,3.47,172735,33089116.6,1
Drama,Fall,278,158.15,53039.22,28,7.23,0,1,6.55,47630,7532684.5,0
Comedy,Summer,1061,123.74,420694.97,26,9.52,0,1,4.09,218481,27034838.94,1
Tragedy,Spring,1367,195.35,249893.31,28,3.71,0,0,7.67,135343,26439255.05,0
Thriller,Fall,1410,191.47,59940.73,26,1.6,0,0,8.01,138051,26432624.97,0
Family,Summer,1214,55.87,476483.23,20,1.99,0,1,4.56,192297,10743633.39,1
Drama,Spring,1145,203.34,276869.53,10,8.71,0,1,1.04,71616,14562397.44,0
Comedy,Summer,1425,42.68,440917.31,20,8.61,0,1,1.59,225720,9633729.6,1
Experimental,Winter,881,137.62,435207.94,16,5.28,0,1,3.46,88738,12212123.56,0
Tragedy,Spring,1221,170.14,12244.12,30,2.33,0,0,9.58,141045,23997396.3,0
Drama,Summer,775,209.88,136096.15,15,5.74,0,0,4.54,55813,11714032.44,0
Experimental,Fall,988,129.2,171776.18,24,7.02,0,1,7.7,151749,19605970.8,0
Tragedy,Spring,423,78.29,269757.7,7,3.99,0,0,9.42,18111,1417910.19,0
Experimental,Spring,830,135.4,40573.67,22,1.74,0,0,4.08,31079,4208096.6,0
Experimental,Winter,455,81.3,197538.61,15,3.9,0,0,6.05,29140,2369082.0,0
Experimental,Fall,607,143.96,408245.87,15,7.22,0,1,8.67,61287,8822876.52,0
Thriller,Spring,955,129.06,90729.6,24,9.81,0,1,6.53,181526,23427745.56,1
Family,Spring,1100,200.61,352131.85,16,2.71,0,0,2.01,84977,17047235.97,0
Experimental,Summer,1895,79.02,232863.06,3,9.23,0,1,7.93,32928,2601970.56,0
Drama,Fall,246,70.0,39999.03,13,5.11,0,0,9.14,19433,1360310.0,0
Musical,Fall,1817,131.69,92800.16,30,6.97,1,0,7.92,431719,56853075.11,1
Comedy,Spring,790,36.36,74810.21,30,8.77,0,1,7.77,187704,6824917.44,1
Thriller,Fall,1503,76.6,311760.33,20,6.02,0,0,7.8,238075,18236545.0,1
Tragedy,Winter,1420,104.58,48225.58,21,1.55,0,1,6.51,164936,17249006.88,0
Musical,Spring,1947,134.72,412408.16,9,3.39,1,0,3.23,138782,18696711.04,1
Tragedy,Spring,395,85.62,404296.27,25,8.23,0,1,9.2,78210,6696340.2,1
Drama,Winter,1940,151.14,44630.69,19,5.98,0,0,2.16,155287,23470077.18,0
Tragedy,Fall,313,222.64,444657.61,3,3.96,0,0,8.45,5228,1163961.92,0
Thriller,Winter,1779,147.34,479784.61,30,6.25,0,0,4.23,422690,62279144.6,1
Thriller,Summer,1373,89.54,26516.71,27,3.42,0,0,7.06,175107,15679080.78,0
Comedy,Summer,1067,38.95,475413.14,4,3.17,0,1,8.25,33802,1316587.9,1
Comedy,Spring,915,55.75,143333.77,14,8.46,0,1,8.19,101455,5656116.25,1
Thriller,Spring,368,151.27,334057.16,24,4.6,0,1,2.45,58649,8871834.23,0
Family,Summer,1643,178.83,91533.79,24,3.47,0,1,6.5,191286,34207675.38,0
Family,Spring,1510,36.18,409640.65,7,4.68,0,0,2.93,83714,3028772.52,1
Comedy,Winter,1887,66.75,421747.1,3,9.29,0,1,2.01,44835,2992736.25,1
Comedy,Fall,1514,96.79,489279.0,31,2.63,0,0,5.62,371717,35978488.43,1
Comedy,Winter,1922,96.95,496304.06,28,2.67,0,0,9.89,426222,41322222.9,1
Tragedy,Fall,1796,240.64,42549.57,24,4.18,0,0,9.83,162110,39010150.4,0
Musical,Summer,966,70.85,330691.98,21,1.54,1,0,6.16,136957,9703403.45,0
Tragedy,Fall,1466,39.07,140157.86,22,1.67,0,0,7.95,161521,6310625.47,0
Drama,Spring,675,104.43,67161.0,15,1.1,0,0,3.25,36255,3786109.65,0
Tragedy,Winter,1631,55.25,78653.73,22,2.32,0,0,3.02,174414,9636373.5,0
Family,Fall,1295,53.48,468536.43,11,6.76,0,1,7.36,112820,6033613.6,1
Experimental,Spring,992,116.68,343406.37,4,2.77,0,1,8.07,20433,2384122.44,0
Tragedy,Fall,1330,93.94,29978.17,11,4.4,0,0,7.68,61943,5818925.42,0
Musical,Fall,698,45.64,492193.89,10,7.35,1,1,1.94,55281,2523024.84,1
Drama,Spring,1320,160.97,404867.06,11,1.29,0,0,4.21,73150,11774955.5,0
Musical,Spring,1054,137.88,158043.76,16,2.88,1,0,1.4,89034,12276007.92,0
Family,Winter,779,42.35,238079.01,5,9.96,0,1,8.08,30848,1306412.8,1
Experimental,Summer,1955,219.12,364655.11,14,6.37,0,1,3.81,137800,30194736.0,0
Tragedy,Fall,314,89.06,339635.88,15,6.94,0,1,4.87,33436,2977810.16,1
Drama,Spring,1563,241.31,234225.04,7,5.64,0,1,6.21,67566,16304351.46,0
Musical,Fall,578,234.6,258633.0,15,9.69,1,1,1.0,68666,16109043.6,1
Experimental,Spring,600,122.67,26387.8,22,2.3,0,0,4.19,35775,4388519.25,0
Comedy,Summer,477,76.43,252813.46,14,1.61,0,1,7.55,52828,4037644.04,1
Musical,Fall,384,212.84,173422.21,2,8.35,1,0,3.57,4796,1020780.64,0
Drama,Summer,423,106.29,146100.34,23,1.04,0,0,6.13,39367,4184318.43,0
Drama,Fall,1698,61.8,138463.1,19,6.05,0,1,9.79,255515,15790827.0,1
Thriller,Spring,1867,149.11,326228.71,14,1.01,0,0,2.06,124531,18568817.41,0
Experimental,Summer,1252,135.12,217482.52,2,4.13,0,0,3.41,8676,1172301.12,0
Drama,Winter,224,216.25,215772.19,4,6.86,0,1,7.16,6173,1334911.25,0
Thriller,Summer,1756,189.09,83797.56,4,5.93,0,0,6.39,29887,5651332.83,0
Musical,Spring,1283,222.13,481122.47,27,6.04,1,1,9.8,274356,60942698.28,1
Musical,Winter,1137,190.31,115843.47,11,2.42,1,0,1.31,42590,8105302.9,0
Musical,Winter,1905,169.49,206024.06,14,3.65,1,0,8.9,211226,35800694.74,1
Experimental,Fall,937,137.54,99151.36,22,7.39,0,1,5.4,88138,12122500.52,0
Thriller,Winter,848,247.2,353055.71,21,1.21,0,0,3.04,79757,19715930.4,0
Family,Winter,1603,240.81,220883.73,3,6.36,0,1,5.53,33623,8096754.63,0
Musical,Fall,1148,215.99,209756.72,29,5.65,1,0,4.71,210687,45506285.13,0
Musical,Fall,1490,199.45,438171.97,9,4.1,1,1,2.61,106207,21182986.15,1
Family,Spring,1452,154.95,380942.53,25,4.01,0,0,2.97,247095,38287370.25,0
Musical,Fall,1710,83.44,262338.15,26,8.19,1,1,3.59,352123,29381143.12,1
Drama,Summer,770,221.97,236952.25,18,4.44,0,0,5.97,65264,14486650.08,0
Tragedy,Winter,329,27.43,480151.19,6,1.72,0,0,1.75,12156,333439.08,0
Thriller,Summer,1059,76.17,478448.77,18,9.66,0,1,1.8,150971,11499461.07,1
Drama,Winter,1365,115.84,353861.58,9,2.17,0,1,3.99,92016,10659133.44,1
Tragedy,Fall,1670,156.89,381273.22,27,8.18,0,1,7.37,321964,50512931.96,1
Thriller,Fall,680,151.2,450050.99,24,1.13,0,1,9.8,129254,19543204.8,1
Tragedy,Winter,1541,64.56,482332.83,26,4.28,0,1,1.11,283376,18294754.56,1
Comedy,Summer,1697,48.58,45726.01,26,5.64,0,0,9.75,308257,14975125.06,0
Musical,Summer,1655,75.02,498682.72,7,1.27,1,0,7.17,91753,6883310.06,1
Tragedy,Summer,1654,103.46,352996.0,2,7.61,0,1,9.11,22506,2328470.76,0
Family,Winter,1977,28.16,298408.7,20,3.35,0,0,5.83,313156,8818472.96,1
Thriller,Winter,1390,180.8,209517.73,20,5.87,0,0,5.17,201468,36425414.4,1
Experimental,Spring,866,80.74,171513.0,27,8.13,0,0,8.07,128770,10396889.8,0
Musical,Summer,985,104.07,403084.05,21,6.32,1,1,5.96,163825,17049267.75,1
Musical,Summer,1544,100.35,328945.35,26,5.1,1,1,9.08,317940,31905279.0,1
Tragedy,Fall,625,140.16,104349.06,12,4.03,0,0,9.04,31539,4420506.24,0
Drama,Spring,1285,218.45,306905.96,5,1.41,0,0,5.77,31916,6972050.2,0
Thriller,Fall,1230,58.61,74877.22,3,9.22,0,0,6.16,28127,1648523.47,1
Experimental,Fall,1399,101.66,250953.04,15,6.33,0,0,5.11,122874,12491370.84,0
Comedy,Spring,958,180.71,293811.53,2,6.68,0,0,7.2,13922,2515844.62,1
Tragedy,Spring,1531,34.95,319663.62,17,4.96,0,0,7.14,181892,6357125.4,0
Thriller,Fall,328,211.75,76904.78,14,4.35,0,0,6.86,16843,3566505.25,0
Drama,Summer,1549,241.41,52321.27,9,1.42,0,0,1.56,17500,4224675.0,0
Experimental,Winter,1661,161.72,133060.54,19,2.52,0,0,9.67,100448,16244450.56,0
Drama,Winter,1794,240.21,305479.77,22,4.83,0,0,4.02,176304,42349983.84,0
Family,Winter,1861,117.94,466182.99,3,3.18,0,1,3.22,44217,5214952.98,1
Thriller,Fall,828,118.38,390666.15,16,1.4,0,1,2.9,82657,9784935.66,0
Musical,Winter,283,48.91,374126.71,30,5.91,1,0,1.62,67240,3288708.4,1
Family,Spring,1376,32.98,168465.01,10,5.18,0,1,5.11,108979,3594127.42,1
Drama,Summer,362,80.01,60295.15,25,4.79,0,0,1.37,41971,3358099.71,0
Thriller,Spring,704,132.58,446510.01,12,8.06,0,1,2.45,66908,8870662.64,1
Experimental,Fall,1464,139.23,252922.48,10,6.4,0,1,1.05,74934,10433060.82,0
Experimental,Fall,1270,73.95,54752.87,27,1.01,0,0,2.57,75323,5570135.85,0
Experimental,Summer,1291,162.88,269809.52,12,7.86,0,0,9.96,82542,13444440.96,0
Tragedy,Summer,1552,65.77,339328.07,27,5.34,0,0,5.87,224940,14794303.8,0
Tragedy,Fall,496,98.4,163350.51,21,5.65,0,1,1.6,52072,5123884.8,0
Comedy,Spring,1623,69.03,9578.22,26,9.01,0,1,6.08,334208,23070378.24,1
Experimental,Fall,1255,181.75,312695.45,26,1.98,0,0,6.41,107115,19468151.25,0
Tragedy,Fall,956,141.23,24847.28,29,6.39,0,0,5.93,120656,17040246.88,0
Family,Spring,1034,190.62,219232.68,18,3.54,0,0,4.02,90324,17217560.88,0
Comedy,Spring,1115,37.88,413263.74,30,1.33,0,0,6.92,264924,10035321.12,1
Family,Summer,1190,120.71,499429.58,3,4.94,0,0,2.28,23160,2795643.6,0
Drama,Fall,800,242.57,188299.94,16,3.55,0,0,2.98,45894,11132507.58,0
Family,Summer,601,37.06,14962.83,13,1.01,0,1,9.95,47676,1766872.56,0
Musical,Summer,504,119.14,248987.04,4,5.44,1,0,4.74,14081,1677610.34,0
Musical,Fall,813,34.09,141756.32,28,3.8,1,1,2.33,180290,6146086.1,1
Comedy,Spring,668,58.0,446923.63,26,4.91,0,0,2.95,137554,7978132.0,1
Tragedy,Fall,1129,129.07,357194.06,24,1.11,0,0,7.52,147159,18993812.13,0
Thriller,Spring,1841,60.44,205140.02,21,4.62,0,1,2.05,263875,15948605.0,0
Comedy,Spring,394,141.72,382203.97,20,5.23,0,1,4.19,62409,8844603.48,1
Musical,Spring,756,232.61,173896.91,13,5.19,1,1,3.96,66569,15484615.09,0
Comedy,Summer,288,70.09,263272.97,22,7.45,0,0,3.05,50181,3517186.29,1
Tragedy,Spring,1954,49.12,461778.71,31,9.92,0,1,5.29,479746,23565123.52,1
Tragedy,Winter,1461,210.69,104077.85,9,1.25,0,0,1.99,16959,3573091.71,0
Thriller,Summer,634,128.56,159963.71,12,4.56,0,0,5.11,35466,4559508.96,0
Drama,Winter,945,223.59,443368.74,5,8.71,0,1,1.29,37422,8367184.98,1
Thriller,Winter,1501,93.88,233629.79,29,6.63,0,0,9.73,344749,32365036.12,1
Thriller,Winter,1923,166.19,162354.97,17,9.85,0,0,6.44,241597,40151005.43,1
Family,Winter,1233,232.75,23462.84,19,7.42,0,1,1.68,118975,27691431.25,0
Tragedy,Spring,687,63.63,212381.75,9,7.52,0,0,2.72,35828,2279735.64,0
Family,Summer,1454,205.16,252797.55,3,1.68,0,0,7.63,18326,3759762.16,0
Drama,Fall,1434,167.09,206134.77,26,3.48,0,1,7.59,234934,39255122.06,0
Thriller,Fall,1359,207.91,142342.32,27,6.25,0,1,4.28,218387,45404841.17,0
Musical,Spring,282,63.41,187719.44,12,5.7,1,0,2.34,26063,1652654.83,1
Musical,Fall,1472,122.67,323010.18,24,7.86,1,1,5.82,279797,34322697.99,1
Experimental,Winter,235,53.99,446183.46,19,9.94,0,0,3.49,33510,1809204.9,1
Tragedy,Winter,1829,241.02,326589.53,21,2.86,0,0,1.87,109251,26331676.02,0
Thriller,Summer,1787,39.11,324850.41,7,4.86,0,1,4.11,97138,3799067.18,1
Thriller,Spring,1214,39.73,409353.06,20,8.8,0,1,7.76,192297,7639959.81,1
Thriller,Summer,1362,227.09,86745.67,6,8.54,0,1,4.19,43331,9840036.79,0
Drama,Summer,322,92.67,154043.33,8,8.35,0,1,1.37,17609,1631826.03,0
Drama,Summer,1773,159.33,30042.54,12,6.58,0,0,2.08,67168,10701877.44,0
Musical,Summer,687,89.68,178070.71,8,9.94,1,1,6.37,43528,3903591.04,1
Experimental,Summer,671,170.97,499417.77,29,4.22,0,0,5.7,79022,13510391.34,0
Drama,Spring,1474,68.31,168009.64,2,2.05,0,0,7.07,21199,1448103.69,1
Thriller,Summer,1889,128.25,430587.63,29,2.19,0,0,6.15,348896,44745912.0,0
Tragedy,Summer,1089,145.04,47459.97,6,4.92,0,0,5.48,24693,3581472.72,0
Drama,Spring,1113,100.07,232557.62,28,8.24,0,1,5.28,246818,24699077.26,1
Comedy,Winter,1187,81.63,178974.12,12,5.08,0,0,9.65,112812,9208843.56,1
Musical,Fall,724,56.55,104783.52,29,6.5,1,1,8.76,166288,9403586.4,1
Drama,Winter,1273,183.88,189390.6,18,4.22,0,1,4.45,113256,20825513.28,0
Musical,Fall,1929,62.86,327382.67,16,7.43,1,0,6.88,244442,15365624.12,1
Family,Spring,888,90.73,247702.5,5,2.38,0,0,1.18,26615,2414778.95,0
Tragedy,Winter,1591,100.8,422945.35,15,5.68,0,0,1.19,162128,16342502.4,0
Experimental,Summer,1593,127.23,452948.57,18,2.67,0,0,3.87,95651,12169676.73,0
Tragedy,Fall,1731,183.08,243536.95,31,5.22,0,1,7.79,288045,52735278.6,0
Drama,Summer,1502,121.29,490954.53,9,4.87,0,1,9.33,105763,12827994.27,1
Thriller,Summer,1858,221.0,40650.28,4,6.44,0,0,7.15,32921,7275541.0,0
Experimental,Summer,1485,177.95,141787.91,9,5.59,0,0,7.36,47453,8444261.35,0
Tragedy,Summer,1957,213.66,211272.08,9,9.78,0,1,1.29,75977,16233245.82,0
Musical,Fall,1487,186.18,293437.25,30,9.1,1,1,9.37,353311,65779441.98,1
Comedy,Fall,1706,58.44,275235.22,6,3.65,0,1,1.78,81069,4737672.36,1
Experimental,Spring,1802,245.03,286148.5,31,2.09,0,0,9.52,184953,45319033.59,0
Tragedy,Spring,1970,201.98,448644.11,5,1.58,0,0,2.28,37981,7671402.38,0
